//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
0
//Season 1+
111	0	0	1	1	0	0	0	"Topaz Ring"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
112	0	0	1	1	0	0	0	"Amethyst Ring"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
113	0	0	1	1	0	0	0	"Ruby Necklace"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
114	0	0	1	1	0	0	0	"Emerald Necklace"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
115	0	0	1	1	0	0	0	"Sapphire Necklace"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
116	0	0	1	1	0	0	0	"Seal of Wealth"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
117	0	0	1	1	0	0	0	"Minimum Vitality Potion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
118	0	0	1	1	0	0	0	"Low Vitality Potion"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
119	0	0	1	1	0	0	0	"Medium Vitality Potion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
120	0	0	1	1	0	0	0	"High Vitality Potion"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
121	0	0	1	1	0	0	0	"Open Ticket to Chaos"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
122	0	0	1	1	0	0	0	"Skeleton Transformation Ring"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
123	0	0	1	1	0	0	1	"Pet Skeleton"			128	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
//Season 6+
124	0	0	1	1	0	0	0	"Paid Channel Access Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
125	0	0	1	1	0	0	0	"Open Ticket to Doppelga"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
126	0	0	1	1	0	0	0	"Open Access Ticket to Varka"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
127	0	0	1	1	0	0	0	"Open Ticket to Varka Map"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
128	0	0	1	1	0	0	0	"Hawk Figurine"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
129	0	0	1	1	0	0	0	"Goat Figurine"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
130	0	0	1	1	0	0	0	"Oak Charm"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
131	0	0	1	1	0	0	0	"Maple Charm"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
132	0	0	1	1	0	0	0	"Golden Oak Charm"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
133	0	0	1	1	0	0	0	"Golden Maple Charm"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
134	0	0	1	1	0	0	0	"Worn Horseshoe"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
135	0	0	1	1	0	0	0	"1st Lucky Armor Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
136	0	0	1	1	0	0	0	"1st Lucky Pants Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
137	0	0	1	1	0	0	0	"1st Lucky Helm Ticket"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
138	0	0	1	1	0	0	0	"1st Lucky Gloves Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
139	0	0	1	1	0	0	0	"1st Lucky Boots Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
140	0	0	1	1	0	0	0	"2nd Lucky Armor Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
141	0	0	1	1	0	0	0	"2nd Lucky Pants Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
142	0	0	1	1	0	0	0	"2nd Lucky Helm Ticket"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
143	0	0	1	1	0	0	0	"2nd Lucky Gloves Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
144	0	0	1	1	0	0	0	"2nd Lucky Boots Ticket"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
//Season 8+
145	0	0	1	1	0	0	0	"Spirit Map Fragment"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
146	0	0	1	1	0	0	0	"Spirit Map"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
147	0	0	1	1	0	0	0	"Trophies of Battle"		1	0		1		1			1	0	0	0	0		1	1	1	1	1	1	1	1
148	0	0	1	2	0	0	0	"Green Ink"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
149	0	0	1	2	0	0	0	"Blue Ink"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
150	0	0	1	2	0	0	0	"Red Ink"			1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
151	0	0	1	2	0	0	0	"Parchment of Soul"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
152	0	0	2	2	0	0	0	"Scroll of Green Oblivion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
153	0	0	2	2	0	0	0	"Scroll of Blue Oblivion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
154	0	0	2	2	0	0	0	"Scroll of Red Oblivion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
155	0	0	2	2	0	0	0	"Scroll of Gray Oblivion"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
156	0	0	2	2	0	0	0	"Sealed Green Oblivion Scroll"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
157	0	0	2	2	0	0	0	"Sealed Blue Oblivion Scroll"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
158	0	0	2	2	0	0	0	"Sealed Red Oblivion  Scroll"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
159	0	0	2	2	0	0	0	"Sealed Gray Oblivion Scroll"	1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
160	0	0	1	1	0	0	0	"Protection Talisman"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
161	0	0	1	1	0	0	0	"Cooperation Talisman"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
163	0	0	1	1	0	0	1	"Robot Knight Ring"		180	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
164	0	0	1	1	0	0	1	"Mini Robot Ring"		180	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
165	0	0	1	1	0	0	1	"Great Heavenly Mage Ring"	180	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
166	0	0	1	1	0	0	0	"Brown Panda Ring"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
169	0	0	1	1	0	0	0	"Decoration Ring"		1	0		1		1			30	0	0	0	0		1	1	1	1	1	1	1	1
170	0	0	1	1	0	0	0	"Blessed Decoration Ring"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
//Season 9+
171	0	0	1	1	0	0	0	"Necklace of Agony"		1	0		1		1			60	0	0	0	0		1	1	1	1	1	1	1	1
172	0	0	1	1	0	0	0	"Solid Symbol"			1	0		1		1			60	0	0	0	0		1	1	1	1	1	1	1	1
173	0	0	1	1	0	0	0	"Ring of Ultimatum"		1	0		1		1			60	0	0	0	0		1	1	1	1	1	1	1	1
175	0	0	1	1	0	0	0	"Protector Protection Ring"	1	0		1		1			60	0	0	0	0		1	1	1	1	1	1	1	1
176	0	0	1	1	0	0	0	"Protection Ring"		1	0		1		1			60	0	0	0	0		1	1	1	1	1	1	1	1
177	0	0	1	1	0	0	0	"Talisman of Ascension I"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
178	0	0	1	1	0	0	0	"Talisman of Ascension II"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
179	0	0	1	1	0	0	0	"Talisman of Ascension III"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
180	0	0	1	1	0	0	0	"Seal of Ascension II"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
181	0	0	1	1	0	0	0	"Master Seal of Ascension II"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
210	0	0	1	1	0	0	0	"WereRabbit Egg"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
211	0	0	1	1	0	0	0	"Evolution Stone"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
212	0	0	1	1	0	0	0	"Luki"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
213	0	0	1	1	0	0	0	"Luki (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
214	0	0	1	1	0	0	0	"Tony"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
215	0	0	1	1	0	0	0	"Tony (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
216	0	0	1	1	0	0	0	"Nymph"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
217	0	0	1	1	0	0	0	"Nymph (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
218	0	0	1	1	0	0	0	"Safi"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
219	0	0	1	1	0	0	0	"Safi (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
220	0	0	1	1	0	0	0	"Lucky Bag Egg"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
221	0	0	1	1	0	0	0	"Fire Flame Ghost Egg"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
222	0	0	1	1	0	0	0	"Golden Goblin Egg"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
223	0	0	1	1	0	0	0	"William"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
224	0	0	1	1	0	0	0	"William (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
225	0	0	1	1	0	0	0	"Paul"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
226	0	0	1	1	0	0	0	"Paul (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
227	0	0	1	1	0	0	0	"Chiron"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
228	0	0	1	1	0	0	0	"Chiron (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
229	0	0	1	1	0	0	0	"Wooparoo"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
230	0	0	1	1	0	0	0	"Wooparoo (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
231	0	0	1	1	0	0	0	"Tibetton"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
232	0	0	1	1	0	0	0	"Tibetton (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
233	0	0	1	1	0	0	0	"Witch"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
234	0	0	1	1	0	0	0	"Witch (evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
235	0	0	1	1	0	0	0	"Skull"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
236	0	0	1	1	0	0	0	"Skull (evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
237	0	0	1	1	0	0	0	"Pumpy"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
238	0	0	1	1	0	0	0	"Pumpy (evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
239	0	0	1	1	0	0	0	"Muun Energy Converter"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
240	0	0	1	1	0	0	0	"Wizardry Stone"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
241	0	0	1	1	0	0	0	"Savath"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
242	0	0	1	1	0	0	0	"Savath (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
243	0	0	1	1	0	0	0	"Lycan"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
244	0	0	1	1	0	0	0	"Lycan (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
245	0	0	1	1	0	0	0	"Torby"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
246	0	0	1	1	0	0	0	"Torby (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
252	0	0	1	1	0	0	0	"Seiren"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
253	0	0	1	1	0	0	0	"Seiren (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
254	0	0	1	1	0	0	0	"Behemoth"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
255	0	0	1	1	0	0	0	"Behemoth (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
256	0	0	1	1	0	0	0	"Loggle"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
257	0	0	1	1	0	0	0	"Loggle (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
258	0	0	1	1	0	0	0	"Mino"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
259	0	0	1	1	0	0	0	"Mino (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
260	0	0	1	1	0	0	0	"Hound"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
261	0	0	1	1	0	0	0	"Hound (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
262	0	0	1	1	0	0	0	"Trive"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
263	0	0	1	1	0	0	0	"Trive (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
264	0	0	1	1	0	0	0	"Vogan"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
265	0	0	1	1	0	0	0	"Vogan (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
266	0	0	1	1	0	0	0	"Cyclop"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
267	0	0	1	1	0	0	0	"Cyclop (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
268	0	0	1	1	0	0	0	"Dark Transformation Ring"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
270	0	0	1	1	0	0	0	"Bonf"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
271	0	0	1	1	0	0	0	"Bonf (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
272	0	0	1	1	0	0	0	"Hawk"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
273	0	0	1	1	0	0	0	"Hawk (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
274	0	0	1	1	0	0	0	"Muty"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
275	0	0	1	1	0	0	0	"Muty (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
276	0	0	3	3	0	0	0	"Conqueror's Badge"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
277	0	0	3	3	0	0	0	"Badge of Hardships"		1	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
278	0	0	1	1	0	0	0	"Mantis"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
279	0	0	1	1	0	0	0	"Mantis (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
280	0	0	1	1	0	0	0	"Scolpy"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
281	0	0	1	1	0	0	0	"Scolpy (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
282	0	0	1	1	0	0	0	"Chafer"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
283	0	0	1	1	0	0	0	"Chafer (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
290	0	0	1	1	0	0	0	"Cosplay Girl"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
291	0	0	1	1	0	0	0	"Cosplay Girl (Evolved)"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
292	0	0	1	1	0	0	0	"Cheer Girl"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
293	0	0	1	1	0	0	0	"Cheer Girl (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
294	0	0	1	1	0	0	0	"Sporty Girl"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
295	0	0	1	1	0	0	0	"Sporty Girl (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
296	0	0	1	1	0	0	0	"Baal"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
297	0	0	1	1	0	0	0	"Baal (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
298	0	0	1	1	0	0	0	"Gaap"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
299	0	0	1	1	0	0	0	"Gaap (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
300	0	0	1	1	0	0	0	"Taaf"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
301	0	0	1	1	0	0	0	"Taaf (Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
302	0	0	1	1	0	0	0	"Frozen"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
303	0	0	1	1	0	0	0	"Frozen(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
304	0	0	1	1	0	0	0	"Loor"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
305	0	0	1	1	0	0	0	"Loor(Evolved)"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
306	0	0	1	1	0	0	0	"Purssil"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
307	0	0	1	1	0	0	0	"Purssil(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
350	0	0	1	1	0	0	0	"Roomy Egg"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
//Season 10+
351	0	0	2	2	0	0	0	"Armor of Sealed Fury"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
352	0	0	2	2	0	0	0	"Helm of Sealed Fury"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
353	0	0	2	2	0	0	0	"Pants of Sealed Fury"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
354	0	0	2	2	0	0	0	"Boots of Sealed Fury"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
359	0	0	2	2	0	0	0	"Armor of Sealed Transc."	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
360	0	0	2	2	0	0	0	"Helm of Sealed Transc."	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
361	0	0	2	2	0	0	0	"Pants of Sealed Transc."	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
362	0	0	2	2	0	0	0	"Gloves of Sealed Transc."	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
363	0	0	2	2	0	0	0	"Armor of Sealed Flurry"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
364	0	0	2	2	0	0	0	"Helm of Sealed Flurry"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
365	0	0	2	2	0	0	0	"Pants of Sealed Flurry"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
366	0	0	2	2	0	0	0	"Gloves of Sealed Flurry"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
371	0	0	2	2	0	0	0	"Armor of Sealed Extremity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
372	0	0	2	2	0	0	0	"Boots of Sealed Extremity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
373	0	0	2	2	0	0	0	"Pants of Sealed Extremity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
374	0	0	2	2	0	0	0	"Gloves of Sealed Extremity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
379	0	0	2	2	0	0	0	"Armor of Sealed Conquest"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
380	0	0	2	2	0	0	0	"Helm of Sealed Conquest"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
381	0	0	2	2	0	0	0	"Pants of Sealed Conquest"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
382	0	0	2	2	0	0	0	"Gloves of Sealed Conquest"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
387	0	0	2	2	0	0	0	"Armor of Sealed Honor"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
388	0	0	2	2	0	0	0	"Helm of Sealed Honor"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
389	0	0	2	2	0	0	0	"Pants of Sealed Honor"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
390	0	0	2	2	0	0	0	"Gloves of Sealed Honor"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
391	0	0	2	2	0	0	0	"Armor of Sealed Destruction"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
392	0	0	2	2	0	0	0	"Helm of Sealed Destruction"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
393	0	0	2	2	0	0	0	"Pants of Sealed Destruction"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
394	0	0	2	2	0	0	0	"Boots of Sealed Destruction"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
399	0	0	2	2	0	0	0	"Armor of Sealed Tenacity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
400	0	0	2	2	0	0	0	"Helm of Sealed Tenacity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
401	0	0	2	2	0	0	0	"Pants of Sealed Tenacity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
402	0	0	2	2	0	0	0	"Gloves of Sealed Tenacity"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
407	0	0	2	2	0	0	0	"Ancient Hero's Soul"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
409	0	0	1	1	0	0	0	"Heywood"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
410	0	0	1	1	0	0	0	"Heywood(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
411	0	0	1	1	0	0	0	"Branch"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
412	0	0	1	1	0	0	0	"Branch(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
413	0	0	1	1	0	0	0	"Hook"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
414	0	0	1	1	0	0	0	"Hook(Evolved)"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
415	0	0	1	1	0	0	0	"Carnifle"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
416	0	0	1	1	0	0	0	"Carnifle(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
417	0	0	1	1	0	0	0	"Mandora"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
418	0	0	1	1	0	0	0	"Mandora(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
419	0	0	1	1	0	0	0	"Treat"				1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
420	0	0	1	1	0	0	0	"Treat(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
421	0	0	1	1	0	0	0	"Rose Spirit"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
422	0	0	1	1	0	0	0	"Rose Spirit(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
423	0	0	1	1	0	0	0	"Canola Spirit"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
424	0	0	1	1	0	0	0	"Canola Spirit(Evolved)"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
425	0	0	1	1	0	0	0	"Cherry Blos. Spirit"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
426	0	0	1	1	0	0	0	"Cherry Blos. Spirit Evolve"	1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
427	0	0	1	1	0	0	0	"Gigantes"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
428	0	0	1	1	0	0	0	"Gigantes(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
429	0	0	1	1	0	0	0	"Mammoth"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
430	0	0	1	1	0	0	0	"Mammoth(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
431	0	0	1	1	0	0	0	"Walker"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
432	0	0	1	1	0	0	0	"Walker(Evolved)"		1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
433	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
434	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
435	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
436	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
437	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
438	0	0	1	1	0	0	0	"hyesung"			1	0		1		1			255	0	0	0	0		1	1	1	1	1	1	1	1
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name			Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
14
//Season 1+
0	-1	0	1	1	0	0	0	"Apple"				5	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
1	-1	0	1	1	0	0	0	"Small Healing Potion"		10	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
2	-1	0	1	1	0	0	0	"Healing Potion"		20	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
3	-1	0	1	1	0	0	1	"Large Healing Potion"		30	0		1		1			0	0	0	0	0		1	1	1	1	1	1	1	1
